,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
209,382,"[25, 30[",Private,344991,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
210,385,"[20, 25[",Private,396099,HS-grad,9,Never-married,Other-service, Not-in-family,*,Female,0,0,25,United-States, <=50K
211,387,"[40, 45[",Private,162028,Some-college,10,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,2415,6,United-States, >50K
212,388,"[15, 20[",Private,25429,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,0,0,16,United-States, <=50K
213,389,"[15, 20[",Private,232392,HS-grad,9,Never-married,Other-service, Other-relative,*,Female,0,0,40,United-States, <=50K
214,391,"[25, 30[",Private,301302,Bachelors,13,Never-married,Craft-repair, Not-in-family,*,Male,0,0,50,United-States, <=50K
215,394,"[30, 35[",Private,196164,HS-grad,9,Never-married,Other-service, Not-in-family,*,Female,0,0,35,United-States, <=50K
216,395,"[40, 45[",Private,115562,Some-college,10,Married-civ-spouse,Tech-support, Husband,*,Male,0,0,40,United-States, <=50K
217,397,"[20, 25[",?,137300,HS-grad,9,Never-married,?, Other-relative,*,Female,0,0,35,United-States, <=50K
218,398,"[25, 30[",Private,86872,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,55,United-States, >50K
219,399,"[50, 55[",Self-emp-inc,132178,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, >50K
220,400,"[20, 25[",Private,416103,Some-college,10,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,40,United-States, <=50K
221,401,"[25, 30[",Private,108574,Some-college,10,Never-married,Other-service, Not-in-family,*,Female,0,0,40,United-States, <=50K
222,405,"[40, 45[",Private,445382,Masters,14,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,1977,65,United-States, >50K
223,406,"[25, 30[",Private,110145,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, <=50K
224,407,"[45, 50[",Self-emp-not-inc,317253,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,25,United-States, <=50K
225,409,"[30, 35[",Private,364657,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, <=50K
226,410,"[40, 45[",Local-gov,42346,Some-college,10,Divorced,Other-service, Not-in-family,*,Female,0,0,24,United-States, <=50K
227,411,"[20, 25[",Private,241951,HS-grad,9,Never-married,Handlers-cleaners, Unmarried,*,Female,0,0,40,United-States, <=50K
228,414,"[30, 35[",State-gov,1033222,Some-college,10,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
229,421,"[15, 20[",Private,175024,11th,7,Never-married,Handlers-cleaners, Own-child,*,Male,2176,0,18,United-States, <=50K
230,422,"[30, 35[",State-gov,92003,Bachelors,13,Married-civ-spouse,Exec-managerial, Wife,*,Female,0,0,40,United-States, >50K
231,425,"[25, 30[",Private,133373,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,60,United-States, <=50K
232,426,"[35, 40[",Federal-gov,255191,Masters,14,Never-married,Prof-specialty, Not-in-family,*,Male,0,1408,40,United-States, <=50K
233,428,"[60, 65[",Self-emp-inc,222289,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
234,429,"[45, 50[",Local-gov,287480,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, <=50K
235,431,"[15, 20[",?,202521,11th,7,Never-married,?, Own-child,*,Male,0,0,40,United-States, <=50K
236,435,"[30, 35[",Private,208405,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
237,436,"[30, 35[",Local-gov,284843,HS-grad,9,Never-married,Farming-fishing, Not-in-family,*,Male,594,0,60,United-States, <=50K
238,439,"[40, 45[",Local-gov,340148,Some-college,10,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,40,United-States, <=50K
239,440,"[25, 30[",Private,363425,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,40,United-States, <=50K
240,441,"[45, 50[",Private,45857,HS-grad,9,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,28,United-States, <=50K
241,443,"[40, 45[",Private,116632,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
242,445,"[20, 25[",Private,298227,Some-college,10,Never-married,Sales, Not-in-family,*,Male,0,0,35,United-States, <=50K
243,447,"[50, 55[",Private,56915,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
244,448,"[20, 25[",Private,146538,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
245,449,"[15, 20[",?,258872,11th,7,Never-married,?, Own-child,*,Female,0,0,5,United-States, <=50K
246,450,"[15, 20[",Private,206399,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Female,0,0,40,United-States, <=50K
247,451,"[45, 50[",Self-emp-inc,197332,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,55,United-States, >50K
248,452,"[60, 65[",Private,245062,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
249,457,"[35, 40[",Private,351299,Some-college,10,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,50,United-States, <=50K
250,461,"[50, 55[",Local-gov,288825,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, <=50K
251,462,"[30, 35[",Private,132601,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, <=50K
252,464,"[20, 25[",Private,170070,Bachelors,13,Never-married,Tech-support, Not-in-family,*,Female,0,0,20,United-States, <=50K
253,465,"[35, 40[",Private,126708,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,60,United-States, <=50K
254,466,"[50, 55[",Private,35598,HS-grad,9,Divorced,Transport-moving, Unmarried,*,Male,0,0,40,United-States, <=50K
255,467,"[35, 40[",Private,33983,Some-college,10,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, <=50K
256,468,"[45, 50[",Private,192776,Masters,14,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,1977,45,United-States, >50K
257,471,"[20, 25[",?,139883,Some-college,10,Never-married,?, Own-child,*,Male,0,0,40,United-States, <=50K
258,472,"[35, 40[",Private,285020,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
259,473,"[30, 35[",Private,303990,HS-grad,9,Never-married,Transport-moving, Not-in-family,*,Male,0,0,60,United-States, <=50K
260,476,"[15, 20[",Private,211870,9th,5,Never-married,Other-service, Not-in-family,*,Male,0,0,6,United-States, <=50K
261,477,"[20, 25[",Private,281432,Some-college,10,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,30,United-States, <=50K
262,479,"[20, 25[",Private,197904,HS-grad,9,Never-married,Other-service, Unmarried,*,Female,0,0,35,United-States, <=50K
263,481,"[40, 45[",Self-emp-not-inc,170721,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,20,United-States, <=50K
264,482,"[25, 30[",State-gov,70100,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,20,United-States, <=50K
265,487,"[55, 60[",Local-gov,286967,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,45,United-States, <=50K
266,488,"[45, 50[",Local-gov,164427,Bachelors,13,Divorced,Prof-specialty, Unmarried,*,Female,0,0,40,United-States, <=50K
267,489,"[35, 40[",Private,91039,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,15024,0,60,United-States, >50K
268,490,"[40, 45[",Private,347934,HS-grad,9,Never-married,Other-service, Not-in-family,*,Female,0,0,35,United-States, <=50K
269,495,"[40, 45[",Private,343121,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,36,United-States, <=50K
270,496,"[20, 25[",Private,262749,Some-college,10,Never-married,Machine-op-inspct, Own-child,*,Male,0,0,40,United-States, <=50K
271,499,"[70, 75[",?,303588,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,0,0,20,United-States, <=50K
272,501,"[60, 65[",Local-gov,114060,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, <=50K
273,502,"[50, 55[",Private,48925,Some-college,10,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, <=50K
274,504,"[25, 30[",Private,181054,Bachelors,13,Never-married,Sales, Not-in-family,*,Female,0,0,40,United-States, <=50K
275,505,"[20, 25[",Private,388093,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Male,0,0,40,United-States, <=50K
276,507,"[40, 45[",Private,112131,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
277,508,"[45, 50[",Local-gov,543162,HS-grad,9,Separated,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
278,509,"[35, 40[",Private,91996,HS-grad,9,Divorced,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
279,513,"[30, 35[",Private,337587,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
280,514,"[25, 30[",Private,189346,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,45,United-States, <=50K
281,516,"[25, 30[",Private,267044,Some-college,10,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,20,United-States, <=50K
282,517,"[20, 25[",?,214635,Some-college,10,Never-married,?, Own-child,*,Male,0,0,24,United-States, <=50K
283,518,"[20, 25[",?,204226,Some-college,10,Never-married,?, Unmarried,*,Female,0,0,35,United-States, <=50K
284,519,"[30, 35[",Private,108116,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
285,520,"[35, 40[",Self-emp-inc,99146,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,15024,0,80,United-States, >50K
286,521,"[50, 55[",Private,196232,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,7688,0,50,United-States, >50K
287,524,"[40, 45[",Private,177905,Some-college,10,Divorced,Machine-op-inspct, Unmarried,*,Male,0,0,58,United-States, >50K
288,526,"[40, 45[",Private,221172,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
289,528,"[35, 40[",Self-emp-not-inc,190387,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,50,United-States, <=50K
290,529,"[40, 45[",Self-emp-not-inc,202692,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, <=50K
291,531,"[25, 30[",Private,108658,HS-grad,9,Never-married,Machine-op-inspct, Not-in-family,*,Male,0,0,40,United-States, <=50K
292,532,"[35, 40[",Private,197202,HS-grad,9,Married-civ-spouse,Other-service, Husband,*,Male,0,0,40,United-States, <=50K
293,540,"[40, 45[",Private,210525,Some-college,10,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, <=50K
294,543,"[25, 30[",Private,163862,HS-grad,9,Never-married,Transport-moving, Not-in-family,*,Male,0,0,40,United-States, <=50K
295,544,"[25, 30[",Private,201872,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,50,United-States, <=50K
296,545,"[30, 35[",Private,84179,HS-grad,9,Never-married,Handlers-cleaners, Not-in-family,*,Female,0,0,45,United-States, <=50K
297,547,"[35, 40[",Local-gov,233327,Some-college,10,Married-civ-spouse,Protective-serv, Husband,*,Male,0,0,40,United-States, <=50K
298,548,"[20, 25[",Private,259510,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,36,United-States, <=50K
299,549,"[25, 30[",Private,184831,Some-college,10,Never-married,Craft-repair, Unmarried,*,Male,0,0,40,United-States, <=50K
300,550,"[45, 50[",Self-emp-not-inc,245724,Some-college,10,Divorced,Exec-managerial, Not-in-family,*,Male,0,0,50,United-States, <=50K
301,551,"[35, 40[",Self-emp-not-inc,27053,HS-grad,9,Separated,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
302,556,"[35, 40[",Private,54576,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
303,561,"[50, 55[",Private,212960,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,35,United-States, >50K
304,562,"[45, 50[",Private,264052,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
305,563,"[20, 25[",Private,82804,HS-grad,9,Never-married,Handlers-cleaners, Unmarried,*,Female,0,0,40,United-States, <=50K
306,564,"[50, 55[",Self-emp-not-inc,334273,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,60,United-States, >50K
307,565,"[20, 25[",Private,27337,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,48,United-States, <=50K
308,566,"[40, 45[",Self-emp-inc,188436,Masters,14,Married-civ-spouse,Exec-managerial, Husband,*,Male,5013,0,45,United-States, <=50K
309,570,"[20, 25[",Private,354351,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
310,571,"[50, 55[",Private,95469,HS-grad,9,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, <=50K
311,572,"[15, 20[",Private,242718,11th,7,Never-married,Sales, Own-child,*,Male,0,0,12,United-States, <=50K
312,573,"[35, 40[",Private,22463,Assoc-voc,11,Married-civ-spouse,Craft-repair, Husband,*,Male,0,1977,40,United-States, >50K
313,575,"[25, 30[",Private,350162,Bachelors,13,Married-civ-spouse,Exec-managerial, Wife,*,Male,0,0,40,United-States, >50K
314,579,"[25, 30[",Self-emp-not-inc,86646,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
315,580,"[65, 70[",?,195733,Some-college,10,Married-civ-spouse,?, Husband,*,Male,0,0,30,United-States, >50K
316,581,"[55, 60[",Private,69884,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
317,582,"[55, 60[",Private,199713,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
318,583,"[25, 30[",Private,181659,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
319,585,"[20, 25[",Private,197747,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,24,United-States, <=50K
320,586,"[25, 30[",Private,34292,Some-college,10,Never-married,Adm-clerical, Not-in-family,*,Male,0,0,60,United-States, <=50K
321,587,"[15, 20[",Private,156764,11th,7,Never-married,Other-service, Own-child,*,Male,0,0,40,United-States, <=50K
322,588,"[50, 55[",Private,25826,10th,6,Married-civ-spouse,Craft-repair, Husband,*,Male,0,1887,47,United-States, >50K
323,594,"[20, 25[",Private,117789,Bachelors,13,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
324,595,"[25, 30[",Private,267147,HS-grad,9,Never-married,Sales, Own-child,*,Male,0,0,40,United-States, <=50K
325,596,"[20, 25[",?,99399,Some-college,10,Never-married,?, Unmarried,*,Female,0,0,25,United-States, <=50K
326,597,"[40, 45[",Self-emp-not-inc,214242,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,1902,50,United-States, >50K
327,599,"[45, 50[",Private,136455,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,45,United-States, <=50K
328,601,"[15, 20[",Private,217039,Some-college,10,Never-married,Adm-clerical, Own-child,*,Male,0,0,28,United-States, <=50K
329,605,"[45, 50[",Private,45612,HS-grad,9,Never-married,Adm-clerical, Unmarried,*,Female,0,0,37,United-States, <=50K
330,607,"[25, 30[",Private,182521,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
331,609,"[15, 20[",Private,169658,10th,6,Never-married,Other-service, Own-child,*,Female,0,0,21,United-States, <=50K
332,610,"[50, 55[",Private,200853,Masters,14,Divorced,Prof-specialty, Not-in-family,*,Female,6849,0,60,United-States, <=50K
333,611,"[20, 25[",Private,247564,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
334,612,"[20, 25[",Private,249909,HS-grad,9,Married-civ-spouse,Handlers-cleaners, Husband,*,Male,0,0,50,United-States, <=50K
335,613,"[25, 30[",Local-gov,208122,Bachelors,13,Never-married,Prof-specialty, Own-child,*,Male,1055,0,40,United-States, <=50K
336,614,"[25, 30[",Private,109881,Bachelors,13,Never-married,Other-service, Own-child,*,Female,0,0,20,United-States, <=50K
337,615,"[35, 40[",Private,207824,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,60,United-States, <=50K
338,616,"[30, 35[",Private,369027,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,45,United-States, <=50K
339,617,"[50, 55[",Self-emp-not-inc,114117,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,32,United-States, <=50K
340,618,"[50, 55[",Self-emp-inc,51048,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,55,United-States, <=50K
341,619,"[45, 50[",Private,102388,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,15024,0,45,United-States, >50K
342,620,"[20, 25[",Private,190483,Bachelors,13,Never-married,Sales, Own-child,*,Female,0,0,20,United-States, <=50K
343,625,"[30, 35[",Private,124187,HS-grad,9,Never-married,Farming-fishing, Own-child,*,Male,0,0,60,United-States, <=50K
344,626,"[30, 35[",Private,153614,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,45,United-States, >50K
345,627,"[35, 40[",Self-emp-not-inc,267556,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,64,United-States, <=50K
346,628,"[30, 35[",Private,205469,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
347,629,"[45, 50[",Private,268090,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,26,United-States, >50K
348,632,"[40, 45[",Private,154374,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,15024,0,60,United-States, >50K
349,634,"[55, 60[",Self-emp-not-inc,35723,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,60,United-States, <=50K
350,635,"[15, 20[",Private,262601,HS-grad,9,Never-married,Other-service, Own-child,*,Female,0,0,14,United-States, <=50K
351,637,"[30, 35[",Private,175697,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,15024,0,60,United-States, >50K
352,639,"[50, 55[",Self-emp-not-inc,289436,Doctorate,16,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,60,United-States, >50K
353,640,"[25, 30[",Private,75654,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,55,United-States, <=50K
354,641,"[60, 65[",Private,199378,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
355,642,"[20, 25[",Private,160968,Some-college,10,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,40,United-States, <=50K
356,643,"[35, 40[",Private,188563,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,5178,0,50,United-States, >50K
357,644,"[30, 35[",Private,55849,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
358,646,"[30, 35[",Local-gov,402089,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
359,648,"[55, 60[",?,158611,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,0,0,50,United-States, <=50K
360,650,"[20, 25[",Private,130959,Some-college,10,Never-married,Other-service, Own-child,*,Male,0,0,20,United-States, <=50K
361,651,"[20, 25[",Private,556660,HS-grad,9,Never-married,Exec-managerial, Other-relative,*,Male,4101,0,50,United-States, <=50K
362,654,"[25, 30[",Private,288341,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Female,0,0,32,United-States, <=50K
363,657,"[30, 35[",Private,106742,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
364,659,"[40, 45[",Private,174524,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, >50K
365,662,"[25, 30[",Private,111900,Some-college,10,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,40,United-States, <=50K
366,663,"[40, 45[",Local-gov,194360,Masters,14,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,38,United-States, <=50K
